index,Age,Education Level,Gender,Height,Weight,Criminal Level,Marital Status,Parent Situation,Child Situation,Terrain,Road Condition,Wind Speed,Weather,Human,Video Result,Heart Speed
33,40.0,初中,男,174.42525773195877,105.2,轻,丧偶,有一父或一母,没有孩子,有山,堵车,暴风,中雪,中,0.774,126.0
34,19.0,初中,男,167.6,115.2,重,已婚,父母双亡,有多个子女,有山,堵车,狂风,暴雨,中,0.9079999999999999,118.0
35,30.0,初中,女,160.0,85.7,重,丧偶,父母双亡,有多个子女,平原,通畅,烈风,雷阵雨,大,0.251,98.0
38,36.0,初中,男,175.3,88.5,中,已婚,父母健在,没有孩子,有山,堵车,暴风,霜冻,中,0.638,112.0
43,29.0,高中及以上,男,175.3,85.3,中,离异,父母健在,有多个子女,平原,通畅,和风,大到暴雪,小,0.5670000000000001,101.0
44,24.0,初中,男,172.7,90.7,重,已婚,有一父或一母,没有孩子,有山,通畅,台风,小雪,大,0.9520000000000001,95.0
45,20.0,初中,男,170.2,66.7,轻,已婚,父母双亡,没有孩子,平原,堵车,暴风,大雨,中,0.564,119.0
46,41.0,高中及以上,男,167.6,89.8,中,丧偶,父母健在,有一子女,平原,通畅,疾风,雷阵雨,大,0.617,123.0
49,37.0,高中及以上,女,160.0,85.3,中,未婚,有一父或一母,没有孩子,平原,通畅,台风,小雨,中,0.779,117.0
50,29.0,高中及以上,男,177.8,72.6,轻,丧偶,父母健在,有一子女,有山,通畅,疾风,冻雨,中,0.396,115.0
51,24.0,高中及以上,男,172.7,69.4,重,离异,父母健在,有多个子女,平原,通畅,软风,多云,中,0.937,95.0
54,29.0,初中,男,182.9,78.9,中,已婚,有一父或一母,有多个子女,有山,堵车,疾风,冻雨,小,0.45899999999999996,126.0
57,25.0,高中及以上,男,170.2,63.0,重,离异,有一父或一母,没有孩子,平原,通畅,狂风,雷阵雨,大,0.33299999999999996,118.0
58,33.0,高中及以上,男,185.4,101.2,中,未婚,父母健在,没有孩子,有山,通畅,暴风,小雨,中,0.9059999999999999,120.0
60,40.0,高中及以上,男,177.8,117.9,中,已婚,有一父或一母,没有孩子,有山,通畅,烈风,雾,中,0.506,115.0
61,28.0,初中,男,182.9,82.6,重,丧偶,父母双亡,有多个子女,平原,堵车,台风,多云,大,0.151,95.0
62,20.0,初中,男,172.7,83.5,轻,离异,父母双亡,有多个子女,平原,堵车,台风,小雪,中,0.003,117.0
63,21.0,初中,男,174.42525773195877,81.2,重,已婚,父母健在,有一子女,有山,堵车,烈风,冰雹,中,0.7979999999999999,109.0
65,43.0,初中,男,170.2,99.8,轻,离异,父母双亡,有多个子女,平原,通畅,无风,雷阵雨,小,0.871,108.0
66,31.0,高中及以上,男,177.8,97.1,中,未婚,父母双亡,没有孩子,有山,堵车,微风,中雪,小,0.545,98.0
68,36.0,初中,男,162.6,87.5,轻,丧偶,父母健在,有多个子女,有山,堵车,劲风,雾,中,0.645,98.0
70,32.0,高中及以上,男,167.6,81.6,重,已婚,父母健在,没有孩子,有山,通畅,无风,暴雨,大,0.7020000000000001,100.0
73,32.0,初中,男,175.3,101.2,中,丧偶,有一父或一母,有一子女,平原,通畅,台风,多云,中,0.883,109.0
76,38.0,初中,男,175.3,99.3,轻,离异,有一父或一母,有多个子女,平原,堵车,劲风,中雨,大,0.635,122.0
77,34.0,高中及以上,男,174.42525773195877,109.3,轻,已婚,父母双亡,有多个子女,有山,堵车,轻风,小雪,中,0.2,109.0
79,39.0,高中及以上,男,165.1,83.0,中,未婚,父母双亡,没有孩子,平原,通畅,和风,晴,大,0.604,98.0
82,25.0,初中,男,167.6,68.0,中,未婚,父母双亡,没有孩子,有山,通畅,疾风,晴,小,0.9570000000000001,123.0
84,31.0,小学及以下,男,172.7,92.1,轻,已婚,父母健在,有多个子女,有山,通畅,烈风,雾,中,0.285,116.0
85,31.0,初中,男,170.2,119.7,重,离异,父母双亡,没有孩子,平原,堵车,台风,中雨,中,0.797,94.0
88,23.0,初中,男,172.7,83.5,轻,丧偶,父母双亡,有一子女,平原,堵车,轻风,暴雨,大,0.735,102.0
95,21.0,高中及以上,男,185.4,68.0,轻,未婚,有一父或一母,没有孩子,有山,通畅,和风,雨夹雪,中,0.25,96.0
103,29.0,高中及以上,男,175.3,73.5,重,离异,父母双亡,没有孩子,平原,堵车,微风,霜冻,大,0.973,109.0
108,37.0,高中及以上,男,180.3,103.9,轻,已婚,父母双亡,有多个子女,平原,堵车,烈风,阴天,中,0.737,101.0
109,36.0,高中及以上,男,175.3,104.3,中,离异,父母双亡,没有孩子,有山,堵车,疾风,晴,中,0.89,110.0
114,39.0,高中及以上,男,170.2,97.5,轻,未婚,父母双亡,没有孩子,平原,通畅,劲风,晴,大,0.924,121.0
115,24.0,高中及以上,男,180.3,78.9,轻,丧偶,父母双亡,没有孩子,平原,通畅,微风,冰雹,中,0.619,126.0
116,23.0,高中及以上,男,170.2,93.0,重,丧偶,父母双亡,没有孩子,平原,堵车,轻风,暴雨,中,0.06,117.0
119,27.0,高中及以上,男,180.3,118.4,重,未婚,父母健在,没有孩子,有山,堵车,烈风,雾,大,0.98,123.0
120,24.0,初中,男,180.3,88.0,重,已婚,父母健在,有一子女,平原,堵车,大风,暴雨,中,0.517,96.0
121,22.0,初中,男,172.7,76.7,重,丧偶,有一父或一母,有一子女,平原,通畅,轻风,晴,大,0.01,110.0
122,24.0,初中,男,170.2,71.2,重,已婚,有一父或一母,有一子女,有山,通畅,台风,中雨,大,0.863,127.0
124,26.0,高中及以上,男,165.1,58.5,轻,未婚,父母双亡,没有孩子,有山,堵车,疾风,霜冻,小,0.369,114.0
125,21.0,初中,男,160.0,77.6,中,丧偶,有一父或一母,有多个子女,有山,堵车,大风,暴雨,小,0.552,113.0
129,41.0,初中,男,165.1,74.8,中,丧偶,父母双亡,有多个子女,有山,通畅,轻风,中雪,小,0.18100000000000002,129.0
130,23.0,初中,男,177.8,73.9,中,丧偶,父母双亡,没有孩子,平原,通畅,狂风,晴,大,0.435,108.0
132,30.0,初中,男,175.3,68.0,重,已婚,父母双亡,有多个子女,平原,堵车,强风,阴天,中,0.509,98.0
136,36.0,小学及以下,男,177.8,101.6,中,离异,父母健在,有多个子女,有山,通畅,轻风,小雨,小,0.46299999999999997,123.0
137,33.0,高中及以上,男,185.4,113.4,轻,丧偶,父母双亡,有一子女,有山,通畅,狂风,雷阵雨,大,0.107,99.0
139,23.0,初中,男,177.8,93.9,轻,未婚,父母健在,没有孩子,有山,堵车,软风,雨夹雪,小,0.812,115.0
146,35.0,高中及以上,男,165.1,67.1,轻,离异,父母双亡,没有孩子,有山,堵车,强风,中雨,小,0.535,123.0
148,26.0,初中,男,154.9,103.0,中,未婚,有一父或一母,没有孩子,平原,通畅,狂风,暴雨,中,0.018000000000000002,103.0
150,29.0,初中,男,175.3,59.4,轻,丧偶,父母双亡,有多个子女,有山,堵车,微风,小雪,小,0.9620000000000001,105.0
153,23.0,初中,男,167.6,66.7,轻,已婚,父母双亡,没有孩子,平原,堵车,大风,多云,小,0.188,114.0
154,25.0,高中及以上,男,175.3,130.6,中,已婚,父母双亡,没有孩子,平原,通畅,疾风,暴雨,中,0.449,120.0
156,39.0,高中及以上,男,182.9,108.9,轻,已婚,父母健在,有多个子女,平原,堵车,轻风,大到暴雪,大,0.578,127.0
158,28.0,初中,男,182.9,94.3,重,离异,有一父或一母,没有孩子,平原,通畅,强风,雨夹雪,中,0.675,120.0
159,25.0,初中,男,180.3,70.3,重,离异,父母双亡,有多个子女,有山,通畅,微风,霜冻,大,0.6459999999999999,120.0
163,25.0,高中及以上,男,182.9,81.6,轻,离异,有一父或一母,有一子女,平原,堵车,劲风,晴,大,0.992,110.0
164,22.0,高中及以上,男,188.0,105.2,中,丧偶,有一父或一母,没有孩子,有山,通畅,轻风,中雨,中,0.7290000000000001,98.0
168,35.0,高中及以上,男,175.3,68.0,轻,已婚,父母健在,有一子女,有山,通畅,台风,中雨,中,0.247,95.0
170,31.0,高中及以上,男,177.8,71.7,重,丧偶,有一父或一母,有一子女,平原,通畅,强风,晴,中,0.995,115.0
172,50.0,初中,男,167.6,63.9,轻,已婚,父母双亡,没有孩子,有山,通畅,软风,中雨,小,0.45,107.0
173,21.0,初中,男,172.7,83.1,重,丧偶,父母双亡,没有孩子,平原,堵车,软风,雨夹雪,中,0.968,121.0
174,38.0,高中及以上,男,172.7,70.8,轻,已婚,父母健在,有一子女,平原,通畅,和风,小雨,小,0.63,111.0
176,34.0,高中及以上,男,187.9,83.5,轻,离异,父母健在,有一子女,平原,堵车,微风,多云,大,0.146,123.0
177,34.0,高中及以上,男,167.6,75.7,中,丧偶,父母双亡,没有孩子,平原,通畅,轻风,雾,大,0.539,122.0
179,46.0,初中,女,167.6,53.5,中,未婚,父母健在,没有孩子,平原,堵车,劲风,小雨,中,0.191,97.0
181,40.0,高中及以上,男,180.3,71.2,中,已婚,父母健在,有多个子女,有山,堵车,烈风,雾,大,0.381,121.0
182,23.0,高中及以上,女,163.6,58.1,重,未婚,父母双亡,没有孩子,有山,堵车,狂风,阴天,大,0.092,104.0
184,20.0,高中及以上,男,170.1,61.2,轻,离异,有一父或一母,有一子女,有山,通畅,轻风,小雪,小,0.794,111.0
185,24.0,初中,男,182.9,144.2,轻,已婚,有一父或一母,有多个子女,有山,通畅,无风,雷阵雨,大,0.927,117.0
186,40.0,初中,男,185.4,98.4,重,未婚,有一父或一母,没有孩子,平原,堵车,烈风,阴天,中,0.019,101.0
189,30.0,初中,男,182.9,86.1,重,离异,有一父或一母,有多个子女,有山,通畅,大风,小雨,小,0.22,123.0
191,25.0,高中及以上,男,175.3,113.4,轻,未婚,父母健在,没有孩子,有山,通畅,微风,多云,大,0.951,105.0
192,23.0,高中及以上,男,177.8,90.7,中,丧偶,有一父或一母,有一子女,有山,堵车,软风,冻雨,中,0.51,96.0
197,26.0,初中,男,187.9,59.4,中,丧偶,父母双亡,有一子女,有山,通畅,轻风,雨夹雪,大,0.6859999999999999,120.0
199,30.0,初中,男,165.1,80.3,轻,离异,父母健在,没有孩子,有山,通畅,微风,霜冻,中,0.932,114.0
200,49.0,高中及以上,男,175.3,98.4,重,丧偶,有一父或一母,有多个子女,平原,堵车,轻风,大雨,大,0.7809999999999999,129.0
201,29.0,高中及以上,男,177.8,88.0,重,离异,有一父或一母,有多个子女,有山,通畅,烈风,中雨,小,0.098,103.0
204,29.0,初中,男,182.9,133.8,重,未婚,父母健在,没有孩子,平原,堵车,大风,冻雨,大,0.861,98.0
205,32.0,小学及以下,男,172.7,72.1,中,丧偶,父母双亡,没有孩子,平原,通畅,狂风,中雨,大,0.972,116.0
206,22.0,初中,男,185.4,98.0,中,未婚,有一父或一母,没有孩子,平原,堵车,微风,雾,小,0.359,96.0
208,24.0,初中,男,180.3,81.6,重,丧偶,有一父或一母,有一子女,有山,堵车,暴风,中雨,大,0.233,120.0
210,28.0,高中及以上,男,172.7,89.8,轻,已婚,有一父或一母,有多个子女,有山,通畅,疾风,多云,大,0.067,93.0
211,46.0,高中及以上,男,182.9,85.3,轻,离异,有一父或一母,有一子女,有山,堵车,台风,暴雨,中,0.447,122.0
212,47.0,高中及以上,男,193.0,81.2,重,已婚,父母健在,没有孩子,平原,通畅,强风,小雪,小,0.76,103.0
213,42.0,高中及以上,男,177.8,89.8,重,未婚,父母双亡,没有孩子,有山,通畅,软风,中雪,中,0.35200000000000004,93.0
215,34.0,初中,男,188.0,99.3,重,已婚,父母双亡,有多个子女,有山,通畅,微风,小雪,中,0.25,109.0
217,45.0,初中,男,172.7,102.1,重,未婚,有一父或一母,没有孩子,有山,通畅,微风,大到暴雪,小,0.24,125.0
218,21.0,初中,男,167.6,78.9,重,已婚,父母健在,有多个子女,平原,堵车,软风,阴天,大,0.006999999999999999,109.0
222,30.0,小学及以下,男,180.3,105.7,轻,离异,有一父或一母,有多个子女,平原,通畅,台风,阴天,小,0.655,95.0
223,22.0,初中,男,177.8,88.0,重,未婚,父母健在,没有孩子,平原,堵车,疾风,雾,中,0.037000000000000005,112.0
225,20.0,初中,男,165.1,83.0,重,丧偶,有一父或一母,有多个子女,平原,通畅,台风,阴天,大,0.376,113.0
226,22.0,初中,男,170.2,63.5,轻,离异,父母双亡,有多个子女,平原,堵车,软风,雷阵雨,大,0.953,100.0
230,31.0,初中,男,172.7,88.5,轻,离异,父母双亡,没有孩子,有山,通畅,微风,大到暴雪,小,0.396,109.0
231,39.0,小学及以下,男,182.9,97.5,轻,已婚,有一父或一母,有多个子女,有山,堵车,强风,中雪,中,0.615,92.0
233,19.0,初中,男,167.6,115.2,中,离异,父母双亡,有多个子女,平原,堵车,狂风,雨夹雪,小,0.8959999999999999,102.0
236,30.0,小学及以下,男,157.5,86.2,轻,离异,父母双亡,有多个子女,平原,通畅,微风,多云,大,0.006999999999999999,95.0
238,19.0,初中,男,170.2,82.6,轻,未婚,有一父或一母,没有孩子,有山,堵车,无风,暴雨,小,0.84,121.0
239,19.0,初中,男,175.3,63.0,轻,丧偶,父母健在,有一子女,平原,通畅,劲风,阴天,中,0.036000000000000004,115.0
241,38.0,初中,男,175.3,76.7,轻,已婚,有一父或一母,没有孩子,有山,堵车,烈风,冰雹,中,0.002,102.0
243,24.0,初中,男,172.7,90.7,轻,离异,父母双亡,有多个子女,平原,通畅,疾风,中雪,大,0.9890000000000001,127.0
247,28.0,初中,男,172.7,69.4,重,丧偶,有一父或一母,有多个子女,平原,堵车,大风,霜冻,大,0.7559999999999999,97.0
249,29.0,高中及以上,男,177.8,72.6,重,丧偶,父母双亡,有一子女,平原,堵车,烈风,雷阵雨,小,0.11599999999999999,104.0
251,26.0,小学及以下,男,170.2,80.7,中,未婚,父母健在,没有孩子,平原,通畅,台风,小雨,中,0.436,103.0
252,19.0,高中及以上,男,177.8,68.0,中,已婚,父母双亡,有一子女,有山,堵车,台风,小雪,中,0.382,101.0
254,31.0,初中,男,160.0,66.2,重,丧偶,父母健在,没有孩子,有山,堵车,轻风,雨夹雪,中,0.603,105.0
265,31.0,高中及以上,男,177.8,97.1,中,未婚,父母健在,没有孩子,平原,通畅,劲风,中雨,小,0.675,96.0
267,36.0,初中,男,162.6,87.5,轻,未婚,父母健在,没有孩子,有山,堵车,无风,冰雹,大,0.833,121.0
271,25.0,初中,男,167.6,78.9,重,已婚,有一父或一母,有多个子女,平原,堵车,轻风,冻雨,大,0.11900000000000001,119.0
272,32.0,初中,男,175.3,101.2,轻,未婚,有一父或一母,没有孩子,有山,通畅,和风,雷阵雨,大,0.245,93.0
273,20.0,初中,男,188.0,87.5,轻,离异,有一父或一母,没有孩子,有山,通畅,软风,雷阵雨,大,0.022000000000000002,125.0
276,34.0,高中及以上,男,174.42525773195877,109.3,轻,已婚,父母健在,有多个子女,有山,通畅,烈风,中雪,大,0.621,102.0
280,20.0,高中及以上,男,175.3,59.9,重,丧偶,有一父或一母,有多个子女,有山,堵车,劲风,中雪,小,0.124,125.0
284,31.0,初中,男,170.2,119.7,中,丧偶,父母双亡,没有孩子,平原,通畅,轻风,霜冻,中,0.9229999999999999,108.0
285,23.0,初中,男,180.3,63.0,轻,未婚,有一父或一母,没有孩子,有山,通畅,暴风,雨夹雪,大,0.973,128.0
291,23.0,初中,男,172.7,114.3,轻,离异,父母健在,有多个子女,有山,堵车,疾风,大雨,大,0.353,107.0
292,21.0,高中及以上,男,177.8,68.5,重,未婚,有一父或一母,没有孩子,平原,堵车,劲风,暴雨,中,0.31,99.0
298,19.0,初中,男,172.7,70.8,重,丧偶,有一父或一母,有一子女,有山,通畅,轻风,霜冻,大,0.179,95.0
304,30.0,高中及以上,男,190.5,128.8,轻,丧偶,父母健在,没有孩子,有山,堵车,烈风,雷阵雨,小,0.133,124.0
305,46.0,初中,男,188.0,86.2,中,未婚,父母双亡,没有孩子,有山,通畅,大风,多云,中,0.135,112.0
307,37.0,高中及以上,男,180.3,103.9,轻,丧偶,有一父或一母,有多个子女,平原,通畅,疾风,晴,大,0.6779999999999999,122.0
310,20.0,高中及以上,男,170.2,61.2,重,离异,父母双亡,有一子女,平原,堵车,软风,雷阵雨,大,0.384,120.0
313,39.0,高中及以上,男,170.2,97.5,轻,丧偶,父母双亡,有一子女,有山,通畅,烈风,中雨,大,0.392,116.0
319,24.0,初中,男,180.3,88.0,轻,未婚,有一父或一母,没有孩子,平原,通畅,微风,暴雨,大,0.337,100.0
320,22.0,初中,男,172.7,76.7,中,未婚,父母双亡,没有孩子,有山,堵车,大风,大雨,小,0.19699999999999998,103.0
322,19.0,高中及以上,男,167.6,74.4,轻,离异,有一父或一母,没有孩子,有山,堵车,劲风,多云,中,0.65,116.0
326,19.0,初中,男,167.6,64.4,轻,已婚,有一父或一母,有多个子女,平原,通畅,烈风,雷阵雨,大,0.055,128.0
328,41.0,初中,男,165.1,74.8,重,离异,有一父或一母,没有孩子,有山,通畅,疾风,大到暴雪,大,0.035,117.0
329,23.0,初中,男,177.8,73.9,中,已婚,有一父或一母,有一子女,平原,堵车,强风,霜冻,中,0.023,98.0
330,39.0,高中及以上,男,190.5,92.5,中,离异,父母健在,有一子女,平原,堵车,软风,冰雹,大,0.031,100.0
336,33.0,高中及以上,男,185.4,113.4,重,未婚,父母双亡,没有孩子,有山,通畅,微风,晴,大,0.013000000000000001,99.0
338,23.0,初中,男,177.8,93.9,中,丧偶,有一父或一母,有多个子女,平原,堵车,微风,暴雨,大,0.377,122.0
339,20.0,初中,男,180.3,99.8,中,已婚,父母双亡,有多个子女,有山,堵车,无风,冰雹,小,0.8109999999999999,127.0
340,20.0,初中,男,170.2,86.2,轻,未婚,父母健在,没有孩子,平原,通畅,台风,小雨,大,0.606,97.0
341,23.0,高中及以上,男,170.2,88.5,轻,已婚,父母健在,没有孩子,平原,堵车,疾风,小雨,中,0.978,113.0
342,24.0,高中及以上,男,182.9,63.5,重,离异,父母双亡,有一子女,平原,堵车,软风,冻雨,大,0.25,105.0
344,49.0,初中,男,175.3,93.0,中,离异,有一父或一母,有多个子女,平原,堵车,和风,中雨,大,0.271,116.0
345,35.0,高中及以上,男,165.1,67.1,中,已婚,有一父或一母,有一子女,平原,堵车,劲风,暴雨,大,0.153,104.0
348,37.0,初中,男,172.7,103.9,重,未婚,父母双亡,没有孩子,平原,堵车,软风,中雨,大,0.5670000000000001,122.0
349,29.0,初中,男,175.3,59.4,中,丧偶,父母双亡,没有孩子,平原,堵车,轻风,冰雹,小,0.061,127.0
350,23.0,高中及以上,男,170.2,91.2,重,离异,父母双亡,有一子女,平原,堵车,疾风,雾,大,0.344,126.0
351,40.0,高中及以上,男,180.3,79.4,中,未婚,父母双亡,没有孩子,平原,堵车,强风,小雪,小,0.7440000000000001,123.0
352,23.0,初中,男,167.6,66.7,重,丧偶,父母双亡,没有孩子,有山,堵车,烈风,阴天,小,0.889,102.0
354,51.0,高中及以上,男,175.3,89.8,中,已婚,父母健在,有多个子女,有山,堵车,和风,晴,大,0.981,96.0
355,39.0,高中及以上,男,182.9,108.9,中,已婚,父母健在,没有孩子,平原,堵车,无风,中雨,中,0.151,96.0
356,29.0,高中及以上,男,175.3,81.6,重,已婚,父母健在,没有孩子,平原,通畅,微风,冰雹,小,0.14400000000000002,114.0
357,28.0,初中,男,182.9,94.3,重,离异,父母健在,有一子女,平原,堵车,暴风,冻雨,大,0.795,109.0
359,34.0,初中,男,177.8,85.7,重,已婚,父母双亡,没有孩子,平原,通畅,轻风,中雨,中,0.5660000000000001,106.0
364,18.0,初中,男,174.42525773195877,64.4,中,已婚,父母双亡,有一子女,有山,堵车,轻风,雨夹雪,中,0.17600000000000002,124.0
365,38.0,初中,男,160.0,59.0,轻,丧偶,有一父或一母,有一子女,有山,堵车,强风,大雨,小,0.264,107.0
367,35.0,高中及以上,男,175.3,68.0,轻,离异,父母双亡,有多个子女,有山,堵车,微风,晴,小,0.843,102.0
368,31.0,初中,男,175.1,70.0,轻,已婚,有一父或一母,有多个子女,平原,堵车,狂风,冰雹,大,0.95,104.0
369,31.0,高中及以上,男,177.8,71.7,中,丧偶,父母双亡,有一子女,平原,堵车,暴风,雾,大,0.24,113.0
370,23.0,小学及以下,男,175.3,83.9,轻,离异,有一父或一母,有一子女,平原,通畅,暴风,雨夹雪,大,0.637,123.0
372,21.0,初中,男,172.7,83.1,轻,丧偶,父母双亡,有一子女,平原,通畅,强风,冻雨,小,0.44,124.0
374,34.0,高中及以上,男,182.9,79.4,中,离异,父母健在,有多个子女,平原,堵车,台风,大雨,大,0.135,111.0
376,34.0,高中及以上,男,167.6,75.7,中,已婚,有一父或一母,有多个子女,平原,堵车,无风,小雨,中,0.595,113.0
377,28.0,高中及以上,男,172.7,65.8,重,离异,有一父或一母,有一子女,有山,通畅,强风,多云,大,0.81,106.0
378,46.0,初中,女,167.6,53.5,重,未婚,父母健在,没有孩子,平原,通畅,台风,晴,小,0.042,126.0
379,41.0,高中及以上,男,172.7,68.1,中,离异,父母双亡,有多个子女,有山,堵车,软风,冻雨,中,0.705,128.0
380,40.0,高中及以上,男,180.3,71.2,中,丧偶,父母健在,没有孩子,有山,堵车,狂风,暴雨,大,0.053,99.0
385,40.0,初中,男,185.4,98.4,重,已婚,有一父或一母,没有孩子,平原,通畅,强风,中雨,大,0.423,126.0
394,23.0,高中及以上,男,180.3,74.8,中,丧偶,父母健在,有多个子女,有山,堵车,强风,大雨,大,0.028999999999999998,108.0
396,26.0,初中,男,187.9,59.4,轻,未婚,有一父或一母,没有孩子,平原,堵车,劲风,大到暴雪,大,0.095,109.0
399,49.0,高中及以上,男,175.3,98.4,中,未婚,父母双亡,没有孩子,平原,通畅,劲风,中雨,大,0.764,94.0
400,29.0,高中及以上,男,177.8,88.0,中,离异,有一父或一母,有多个子女,有山,堵车,大风,中雪,小,0.535,98.0
401,24.0,初中,男,175.3,89.8,轻,离异,有一父或一母,没有孩子,平原,堵车,劲风,多云,中,0.617,115.0
403,29.0,初中,男,182.9,133.8,重,丧偶,有一父或一母,有一子女,平原,堵车,烈风,大到暴雪,大,0.18100000000000002,91.0
406,51.0,高中及以上,男,170.2,88.0,轻,离异,父母健在,有一子女,有山,堵车,台风,冰雹,小,0.07200000000000001,106.0
409,28.0,高中及以上,男,172.7,89.8,中,离异,有一父或一母,有多个子女,有山,堵车,暴风,霜冻,小,0.41200000000000003,93.0
410,46.0,高中及以上,男,182.9,85.3,轻,已婚,父母双亡,有多个子女,有山,堵车,无风,暴雨,大,0.982,107.0
411,47.0,高中及以上,男,193.0,81.2,重,未婚,父母双亡,没有孩子,有山,堵车,微风,多云,大,0.235,114.0
412,42.0,高中及以上,男,177.8,89.8,中,未婚,有一父或一母,没有孩子,平原,通畅,软风,雷阵雨,大,0.924,113.0
413,28.0,高中及以上,男,167.6,92.5,重,未婚,父母健在,没有孩子,平原,通畅,大风,中雪,中,0.7240000000000001,119.0
414,34.0,初中,男,188.0,99.3,重,已婚,父母健在,有多个子女,有山,堵车,台风,雷阵雨,中,0.37799999999999995,116.0
416,45.0,初中,男,172.7,102.1,重,离异,有一父或一母,没有孩子,有山,堵车,强风,雾,大,0.5770000000000001,111.0
417,21.0,初中,男,167.6,78.9,轻,未婚,父母健在,没有孩子,有山,堵车,微风,小雨,中,0.6890000000000001,113.0
419,40.0,初中,男,177.8,134.3,轻,丧偶,有一父或一母,有多个子女,有山,通畅,强风,冰雹,中,0.028999999999999998,118.0
421,30.0,小学及以下,男,180.3,105.7,中,丧偶,父母双亡,没有孩子,有山,堵车,台风,冻雨,大,0.121,100.0
425,22.0,初中,男,170.2,63.5,重,丧偶,有一父或一母,有一子女,有山,通畅,轻风,雾,大,0.36700000000000005,126.0
426,20.0,高中及以上,男,175.3,81.2,中,未婚,有一父或一母,没有孩子,平原,堵车,狂风,大到暴雪,小,0.9490000000000001,105.0
428,31.0,高中及以上,男,177.8,100.7,中,未婚,有一父或一母,没有孩子,平原,通畅,暴风,大到暴雪,中,0.76,127.0
432,19.0,初中,男,167.6,115.2,中,已婚,有一父或一母,有一子女,平原,堵车,劲风,小雪,大,0.748,123.0
434,27.0,初中,男,170.2,84.4,中,离异,有一父或一母,没有孩子,有山,通畅,台风,阴天,小,0.825,103.0
436,36.0,初中,男,175.3,88.5,轻,未婚,父母健在,没有孩子,平原,堵车,暴风,小雪,中,0.613,121.0
439,45.0,高中及以上,女,157.5,64.0,重,已婚,有一父或一母,有一子女,有山,堵车,烈风,小雨,中,0.258,103.0
440,38.0,初中,男,175.3,76.7,重,离异,有一父或一母,有一子女,平原,通畅,和风,中雪,中,0.402,118.0
442,24.0,初中,男,172.7,90.7,重,未婚,父母健在,没有孩子,平原,堵车,劲风,霜冻,小,0.424,129.0
