Age,Education Level,Gender,Height,Weight,Criminal Level,Marital Status,Parent Situation,Child Situation,Terrain,Road Condition,Wind Speed,Weather,Human,Video Result,Heart Speed,Result
49.0,1.0,0.0,175.3,93.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,7.0,2.0,0.462,127.0,0.5304707321161399
23.0,1.0,0.0,172.7,114.3,2.0,1.0,2.0,2.0,0.0,0.0,7.0,6.0,0.0,0.8420000000000001,119.0,0.6782143555140514
24.0,1.0,0.0,180.3,88.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0,4.0,0.0,0.5820000000000001,117.0,0.5742225438265339
28.0,1.0,0.0,172.7,69.4,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.575,98.0,0.4782786567698829
23.0,1.0,0.0,165.1,96.6,2.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,0.742,56.0,0.5825407601260865
47.0,2.0,0.0,193.0,81.2,2.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,2.0,0.851,122.0,0.6268134460243419
23.0,2.0,0.0,180.3,74.8,2.0,1.0,2.0,1.0,1.0,1.0,7.0,3.0,0.0,0.018000000000000002,123.0,0.28783125493282385
28.0,2.0,0.0,175.3,90.7,0.0,0.0,0.0,0.0,1.0,0.0,11.0,8.0,0.0,0.449,98.0,0.4126907559307144
29.0,1.0,0.0,182.9,78.9,2.0,3.0,2.0,0.0,0.0,0.0,3.0,10.0,2.0,0.996,75.0,0.6962061465739855
24.0,2.0,0.0,172.7,69.4,1.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,2.0,0.634,119.0,0.5983673127230866
47.0,2.0,0.0,193.0,81.2,0.0,3.0,2.0,0.0,0.0,1.0,5.0,6.0,0.0,0.109,125.0,0.3437598421463037
21.0,1.0,0.0,175.3,93.9,2.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.302,69.0,0.2911295743974073
22.0,1.0,0.0,170.2,83.5,2.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,1.0,0.261,118.0,0.4191414139734982
27.0,2.0,0.0,167.6,70.3,2.0,1.0,1.0,0.0,1.0,1.0,8.0,10.0,2.0,0.187,78.0,0.3261822808355274
34.0,2.0,0.0,182.9,79.4,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.802,114.0,0.6597100078915011
50.0,1.0,0.0,167.6,63.9,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.777,59.0,0.6002577421335691
22.0,1.0,0.0,177.8,88.0,0.0,1.0,1.0,2.0,0.0,1.0,8.0,5.0,1.0,0.589,79.0,0.5380095004263953
24.0,2.0,0.0,177.8,74.8,2.0,3.0,2.0,0.0,0.0,1.0,11.0,12.0,1.0,0.222,125.0,0.40682449671866977
25.0,2.0,0.0,175.3,113.4,2.0,2.0,0.0,2.0,0.0,0.0,12.0,11.0,0.0,0.196,86.0,0.3420391239920927
31.0,1.0,0.0,172.7,88.5,1.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.019,110.0,0.27045067582168714
31.0,2.0,0.0,177.8,71.7,2.0,3.0,2.0,1.0,0.0,0.0,7.0,9.0,1.0,0.8079999999999999,123.0,0.6694247317077064
26.0,0.0,0.0,170.2,80.7,1.0,3.0,2.0,0.0,1.0,0.0,3.0,8.0,2.0,0.746,103.0,0.6287825187451027
30.0,1.0,0.0,165.1,80.3,1.0,0.0,2.0,0.0,1.0,1.0,6.0,3.0,0.0,0.322,70.0,0.39211765167196294
20.0,2.0,0.0,170.1,61.2,2.0,3.0,1.0,0.0,0.0,0.0,9.0,9.0,1.0,0.398,120.0,0.4920032844384593
36.0,2.0,0.0,188.0,94.8,1.0,2.0,0.0,2.0,1.0,0.0,7.0,15.0,0.0,0.333,103.0,0.438966577491133
34.0,1.0,0.0,177.8,85.7,0.0,3.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,0.74,56.0,0.5116777981895941
24.0,1.0,0.0,185.4,81.6,0.0,3.0,1.0,0.0,0.0,1.0,9.0,7.0,1.0,0.887,104.0,0.6818428599992771
21.0,1.0,0.0,172.7,83.1,1.0,2.0,1.0,0.0,0.0,0.0,9.0,13.0,1.0,0.07200000000000001,57.0,0.3205859127310788
25.0,1.0,0.0,167.6,68.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0,15.0,1.0,0.561,63.0,0.5073464955346797
26.0,2.0,0.0,165.1,58.5,0.0,2.0,1.0,0.0,1.0,0.0,5.0,11.0,1.0,0.733,89.0,0.6695626762511049
49.0,2.0,0.0,175.3,98.4,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,0.496,86.0,0.4230491268904655
23.0,1.0,0.0,167.6,66.7,0.0,2.0,2.0,2.0,0.0,0.0,5.0,7.0,2.0,0.45,118.0,0.5846508874119672
26.0,1.0,0.0,154.9,103.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.635,127.0,0.6064266295475185
20.0,1.0,0.0,170.2,86.2,0.0,3.0,0.0,2.0,0.0,1.0,0.0,13.0,2.0,0.7929999999999999,82.0,0.5638432516332667
22.0,1.0,0.0,172.7,76.7,2.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,2.0,0.139,115.0,0.25695929615118285
38.0,2.0,0.0,172.7,70.8,0.0,2.0,1.0,0.0,1.0,1.0,6.0,12.0,0.0,0.344,73.0,0.4877471789272998
25.0,1.0,0.0,167.6,78.9,1.0,2.0,1.0,0.0,0.0,1.0,2.0,12.0,2.0,0.191,105.0,0.4475640667522731
29.0,2.0,0.0,154.9,72.6,2.0,0.0,1.0,0.0,1.0,0.0,10.0,10.0,1.0,0.648,69.0,0.5543919620440818
32.0,1.0,0.0,175.3,101.2,1.0,0.0,2.0,0.0,0.0,1.0,11.0,14.0,1.0,0.8859999999999999,56.0,0.6410180553762432
31.0,0.0,0.0,172.7,92.1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,0.551,122.0,0.4938579803440037
46.0,2.0,0.0,182.9,85.3,1.0,3.0,0.0,0.0,0.0,0.0,8.0,13.0,1.0,0.441,63.0,0.3637057605233259
47.0,2.0,0.0,193.0,81.2,0.0,2.0,1.0,0.0,1.0,0.0,11.0,9.0,1.0,0.364,97.0,0.5241900777768883
26.0,0.0,0.0,172.7,62.1,2.0,3.0,2.0,1.0,1.0,0.0,5.0,6.0,2.0,0.599,122.0,0.5865235844693208
28.0,2.0,0.0,160.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.046,67.0,0.1296658786878252
31.0,2.0,0.0,177.8,71.7,2.0,2.0,2.0,2.0,0.0,1.0,11.0,9.0,1.0,0.015,58.0,0.28833560928182433
23.0,2.0,1.0,163.6,58.1,0.0,0.0,1.0,0.0,1.0,0.0,5.0,7.0,1.0,0.445,128.0,0.5235733620926017
21.0,2.0,0.0,170.2,74.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.7090000000000001,79.0,0.5910966648335367
29.0,2.0,0.0,175.3,85.3,0.0,2.0,1.0,2.0,1.0,0.0,7.0,2.0,1.0,0.047,86.0,0.34481760030595937
41.0,2.0,0.0,167.6,89.8,1.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,0.5589999999999999,80.0,0.525096014654094
34.0,2.0,0.0,167.6,75.7,2.0,2.0,1.0,2.0,1.0,1.0,4.0,12.0,2.0,0.5579999999999999,82.0,0.5952125009249771
21.0,1.0,0.0,167.6,78.9,1.0,2.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,0.402,94.0,0.46392406335434705
25.0,1.0,0.0,170.2,68.0,2.0,3.0,1.0,2.0,0.0,1.0,4.0,8.0,1.0,0.092,96.0,0.2947862708887187
20.0,1.0,0.0,188.0,98.9,0.0,3.0,2.0,2.0,0.0,1.0,12.0,1.0,2.0,0.404,83.0,0.4519117097447562
35.0,2.0,0.0,177.8,63.5,2.0,0.0,0.0,0.0,1.0,1.0,9.0,8.0,1.0,0.841,111.0,0.6126483163757207
23.0,2.0,0.0,170.2,88.5,1.0,1.0,1.0,0.0,1.0,1.0,9.0,13.0,2.0,0.268,102.0,0.4029786551520588
38.0,1.0,0.0,175.3,99.3,2.0,1.0,0.0,1.0,1.0,1.0,6.0,6.0,1.0,0.885,68.0,0.5897286988452386
34.0,2.0,0.0,180.3,130.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.66,86.0,0.6398974097318838
22.0,1.0,0.0,172.7,68.9,2.0,3.0,2.0,2.0,0.0,1.0,6.0,10.0,1.0,0.07,78.0,0.2566323765907325
50.0,1.0,0.0,167.6,63.9,1.0,1.0,2.0,1.0,1.0,1.0,0.0,9.0,0.0,0.071,126.0,0.3231406619335665
24.0,1.0,0.0,175.3,89.8,1.0,2.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.324,117.0,0.4511155744206634
19.0,2.0,0.0,177.8,68.0,0.0,3.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.7190000000000001,73.0,0.5894677492786733
20.0,2.0,0.0,170.2,61.2,0.0,1.0,1.0,2.0,0.0,0.0,1.0,11.0,1.0,0.91,123.0,0.704409765786962
29.0,1.0,0.0,182.9,78.9,2.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,1.0,0.11,126.0,0.25476314002323097
30.0,1.0,0.0,175.3,73.9,2.0,3.0,1.0,2.0,1.0,0.0,0.0,6.0,2.0,0.333,75.0,0.4044434350315783
23.0,2.0,0.0,170.2,88.5,0.0,1.0,1.0,2.0,1.0,1.0,7.0,5.0,0.0,0.7,57.0,0.5652399009342183
21.0,1.0,0.0,174.42525773195874,81.2,2.0,3.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.768,102.0,0.6364596076361051
39.0,2.0,0.0,170.2,97.5,0.0,0.0,1.0,0.0,1.0,0.0,6.0,13.0,0.0,0.922,56.0,0.6545967421462744
31.0,0.0,0.0,172.7,92.1,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.6970000000000001,111.0,0.6166304851831214
39.0,2.0,0.0,177.8,77.1,2.0,0.0,1.0,0.0,0.0,0.0,7.0,14.0,1.0,0.457,56.0,0.4470841260836562
31.0,1.0,0.0,170.2,119.7,2.0,1.0,0.0,0.0,0.0,1.0,4.0,10.0,1.0,0.7090000000000001,64.0,0.5056365242627057
33.0,2.0,0.0,185.4,113.4,1.0,3.0,1.0,2.0,1.0,0.0,11.0,3.0,1.0,0.313,74.0,0.3922445807674272
39.0,0.0,0.0,182.9,97.5,0.0,0.0,0.0,0.0,1.0,1.0,11.0,15.0,2.0,0.07400000000000001,77.0,0.1621558763116013
31.0,1.0,0.0,160.0,66.2,0.0,2.0,2.0,0.0,1.0,0.0,11.0,13.0,1.0,0.298,100.0,0.4957836170958301
34.0,2.0,0.0,180.3,130.6,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.077,67.0,0.1494227978190409
46.0,1.0,1.0,167.6,53.5,2.0,3.0,1.0,2.0,0.0,0.0,8.0,0.0,1.0,0.531,108.0,0.5421178001032911
27.0,2.0,0.0,180.3,118.4,2.0,2.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.6609999999999999,94.0,0.5854072893536193
34.0,1.0,0.0,177.8,51.7,1.0,2.0,0.0,1.0,1.0,0.0,5.0,3.0,2.0,0.1,65.0,0.2566323765907325
34.0,2.0,0.0,167.6,75.7,1.0,3.0,1.0,1.0,1.0,0.0,12.0,0.0,0.0,0.458,67.0,0.4607003743753738
30.0,2.0,0.0,190.5,128.8,1.0,1.0,1.0,1.0,0.0,1.0,11.0,12.0,2.0,0.409,96.0,0.4698283179682671
21.0,1.0,0.0,160.0,77.6,0.0,2.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.723,111.0,0.6269955432477473
28.0,2.0,0.0,165.1,79.8,1.0,1.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,0.94,111.0,0.7051646778923848
39.0,2.0,0.0,182.9,88.9,2.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,0.0,0.862,63.0,0.6380038386071848
