index,Age,Education Level,Gender,Height,Weight,Criminal Level,Marital Status,Parent Situation,Child Situation,Terrain,Road Condition,Wind Speed,Weather,Human,Video Result,Heart Speed,Result
45,20,1,0,170.2,66.7,1,2,1,1,1,1,11,5,2,0.611,70,0.6057306941738217
46,41,2,0,167.6,89.8,2,1,0,1,0,0,6,0,0,0.469,61,0.3768215574464272
47,31,2,0,167.6,68.0,1,1,1,2,0,1,11,5,0,0.299,92,0.40728336560477174
48,28,1,0,172.7,69.4,2,3,2,2,1,0,2,2,2,0.662,86,0.5778973774103369
49,37,2,1,160.0,85.3,1,1,1,1,1,1,5,14,1,0.665,71,0.5640478412564618
50,29,2,0,177.8,72.6,1,2,0,1,0,1,7,15,0,0.381,86,0.44355670035015715
51,24,2,0,172.7,69.4,2,0,1,0,0,0,1,8,1,0.495,70,0.48289285731664217
52,26,0,0,170.2,80.7,2,3,2,1,1,1,10,3,0,0.495,64,0.47596159053165804
53,19,2,0,177.8,68.0,1,1,0,0,0,0,4,7,0,0.516,56,0.39642484391648014
54,29,1,0,182.9,78.9,0,0,0,0,0,0,1,5,2,0.511,84,0.4285752114724237
55,31,1,0,160.0,66.2,2,0,2,0,1,0,9,14,1,0.406,113,0.4879757762779625
56,30,1,0,175.3,73.9,0,1,2,1,0,0,8,4,2,0.12300000000000001,56,0.2579863745399877
57,25,2,0,170.2,63.0,2,1,2,1,1,1,11,10,2,0.447,104,0.497930044442672
58,33,2,0,185.4,101.2,1,2,2,2,1,0,5,1,2,0.153,113,0.43735054418893654
59,34,2,0,180.3,130.6,1,1,1,2,1,1,2,3,2,0.617,89,0.5611772876534822
60,40,2,0,177.8,117.9,2,2,0,1,1,1,12,6,1,0.321,88,0.4141830811670546
61,28,1,0,182.9,82.6,1,3,0,2,1,1,5,15,1,0.84,56,0.5580522155596244
62,20,1,0,172.7,83.5,2,0,0,0,1,0,4,4,0,0.273,80,0.28897728346824936
63,21,1,0,174.42525773195877,81.2,0,0,1,0,0,1,4,3,0,0.645,68,0.5519977512946307
64,38,1,0,160.0,65.8,1,1,0,0,0,0,12,13,2,0.20199999999999999,78,0.24331997306775732
65,43,1,0,170.2,99.8,1,1,0,1,1,1,6,10,0,0.11599999999999999,61,0.16536737419200348
66,31,2,0,177.8,97.1,2,1,0,2,0,0,1,2,1,0.523,123,0.4811272261022118
67,30,1,0,170.2,91.6,0,2,1,2,1,1,7,5,1,0.8220000000000001,118,0.7217556280836683
68,36,1,0,162.6,87.5,1,0,0,0,0,1,10,2,2,0.9840000000000001,84,0.6443636413919719
69,29,2,0,167.6,76.7,0,0,0,0,1,1,3,15,0,0.588,96,0.48247099734834487
70,32,2,0,167.6,81.6,0,0,0,0,0,0,11,3,1,0.452,95,0.41057283153244845
71,22,1,0,172.7,68.9,2,1,0,2,0,1,7,10,1,0.8290000000000001,93,0.5904456755200984
72,25,1,0,167.6,78.9,1,1,0,2,1,0,2,4,0,0.496,80,0.4156318212684956
73,32,1,0,175.3,101.2,0,1,2,0,1,1,10,1,1,0.305,129,0.45560428110076384
74,20,1,0,188.0,87.5,1,1,2,1,0,0,7,15,1,0.385,127,0.4935554788849331
75,21,1,0,175.3,93.9,0,0,1,0,0,1,5,6,1,0.8190000000000001,87,0.6427526030746652
76,38,1,0,175.3,99.3,0,0,2,0,0,0,2,8,1,0.073,60,0.23308572604151184
77,34,2,0,174.42525773195877,109.3,1,3,2,0,1,1,12,12,2,0.414,105,0.4827778268121407
78,20,1,0,188.0,98.9,0,3,2,0,0,1,11,4,0,0.005,119,0.27452397068442774
79,39,2,0,165.1,83.0,2,1,2,2,1,1,11,7,1,0.985,94,0.7070449822765321
80,29,2,0,154.9,72.6,1,3,2,0,0,1,3,13,0,0.905,94,0.6800730862514073
81,20,2,0,175.3,59.9,2,3,1,1,0,1,5,12,2,0.289,88,0.3968040575469229
82,25,1,0,167.6,68.0,1,1,2,2,1,0,4,15,2,0.613,65,0.5341614109645969
83,31,0,0,180.3,79.4,2,0,2,0,1,0,8,0,1,0.513,70,0.4918137779409272
84,31,0,0,172.7,92.1,2,1,2,0,0,1,6,14,2,0.8109999999999999,97,0.6484677377163405
85,31,1,0,170.2,119.7,0,1,0,2,1,0,1,6,2,0.625,96,0.5007075576232106
86,23,1,0,180.3,63.0,1,2,1,1,1,0,7,12,1,0.488,63,0.5453226654740027
87,23,1,0,174.42525773195877,85.3,0,0,2,0,0,0,5,6,2,0.261,65,0.3514963355840994
88,23,1,0,172.7,83.5,2,1,0,2,1,1,8,13,1,0.531,92,0.44876279070380853
89,23,1,0,165.1,96.6,0,3,2,0,0,0,3,12,0,0.23600000000000002,113,0.39937071023738846
90,39,2,0,177.8,77.1,1,1,2,2,0,0,12,2,2,0.47100000000000003,68,0.46850251601886655
91,32,1,0,170.2,104.8,1,1,2,2,0,1,1,9,0,0.40399999999999997,99,0.47080182242582513
92,23,1,0,172.7,114.3,0,2,1,1,0,1,1,7,0,0.259,92,0.4670964220655778
93,21,2,0,177.8,68.5,2,1,0,2,0,1,12,1,0,0.89,60,0.5839923192591866
94,25,1,0,170.2,68.0,2,1,2,0,1,1,2,13,1,0.544,126,0.5666672626464553
95,21,2,0,185.4,68.0,2,2,0,1,0,0,1,4,1,0.5589999999999999,125,0.5722419024647475
96,20,1,0,185.4,91.2,1,2,2,1,1,0,8,15,0,0.37200000000000005,95,0.5257837318521486
97,25,2,0,170.2,83.9,0,1,0,1,0,1,3,3,0,0.777,68,0.5420471854462992
98,27,1,0,170.2,81.6,2,0,2,0,0,1,5,4,1,0.179,84,0.3295737602520964
99,19,1,0,172.7,70.8,0,1,2,0,1,0,8,8,0,0.42,57,0.4288608817606764
100,24,1,0,165.1,73.9,0,0,2,0,1,0,7,1,0,0.436,69,0.45175254019944294
101,28,2,0,165.1,79.8,0,3,0,0,0,1,5,13,0,0.5760000000000001,61,0.43488064747555344
102,27,2,0,167.6,65.3,2,0,1,0,1,0,7,11,1,0.349,64,0.3993286842464357
103,29,2,0,175.3,73.5,2,1,2,1,0,0,1,14,2,0.715,110,0.6229123783552413
104,36,2,0,188.0,94.8,1,3,1,1,0,0,3,9,1,0.523,105,0.5352325592926368
105,30,2,0,190.5,128.8,2,3,2,0,1,1,8,14,0,0.858,122,0.686179650412766
106,46,1,0,188.0,86.2,0,2,1,2,1,0,12,14,1,0.047,68,0.3208102009186374
107,30,2,0,172.7,75.7,0,0,0,0,0,1,7,6,2,0.184,105,0.27021894605065966
108,37,2,0,180.3,103.9,0,1,1,2,1,0,9,0,1,0.109,72,0.2718403956513181
109,36,2,0,175.3,104.3,0,1,0,1,0,0,1,12,0,0.537,115,0.4788954202716341
110,32,2,0,182.9,77.1,2,1,2,0,1,1,7,3,2,0.061,126,0.31730722071232464
111,20,2,0,170.2,61.2,2,3,0,0,0,0,10,9,0,0.042,58,0.11380483042529341
112,22,1,0,170.2,83.5,1,0,2,0,1,1,9,10,2,0.45299999999999996,96,0.4918137779409272
113,30,1,0,160.0,71.7,0,0,2,0,0,0,7,2,2,0.316,83,0.40523773383860257
114,39,2,0,170.2,97.5,2,0,0,0,0,0,1,2,0,0.8490000000000001,77,0.583234014405928
115,24,2,0,180.3,78.9,0,0,2,0,0,1,8,11,2,0.527,116,0.5487213723486972
116,23,2,0,170.2,93.0,0,3,0,0,0,1,6,7,1,0.402,121,0.4159626663226172
117,31,1,0,172.7,78.5,2,2,2,2,0,0,4,3,2,0.484,84,0.5653079474731688
118,19,1,0,170.2,83.5,1,0,1,0,1,1,2,13,2,0.40299999999999997,98,0.46912668625943493
119,27,2,0,180.3,118.4,2,0,1,0,0,0,9,10,2,0.40299999999999997,96,0.4667836352686248
120,24,1,0,180.3,88.0,1,1,0,2,0,1,8,6,1,0.951,97,0.6432218569562271
121,22,1,0,172.7,76.7,2,1,1,2,1,0,11,6,0,0.109,117,0.3331345716073843
122,24,1,0,170.2,71.2,1,3,2,0,1,1,11,6,0,0.652,97,0.5845192353516542
123,19,2,0,167.6,74.4,2,1,0,0,0,0,3,0,2,0.034,72,0.1293709111945372
124,26,2,0,165.1,58.5,0,3,0,2,0,0,4,15,1,0.626,87,0.49101734178220874
125,21,1,0,160.0,77.6,2,1,2,1,1,0,0,15,2,0.633,124,0.6027466963675279
126,25,1,0,175.3,71.2,1,0,1,0,0,0,6,14,1,0.054000000000000006,69,0.23417295583278072
127,19,1,0,167.6,64.4,0,2,1,2,0,0,4,6,0,0.7959999999999999,103,0.7023381862916661
128,34,1,0,182.9,81.6,0,3,2,0,0,1,5,14,2,0.823,81,0.6389811781868557
129,41,1,0,165.1,74.8,1,2,1,0,1,0,2,1,2,0.6759999999999999,79,0.6398383528225425
130,23,1,0,177.8,73.9,1,0,2,0,0,1,12,0,1,0.195,79,0.3321562900196785
131,39,2,0,190.5,92.5,2,0,0,0,1,0,5,4,0,0.069,58,0.13109123050248378
132,30,1,0,175.3,68.0,0,2,1,2,0,0,2,7,2,0.018000000000000002,59,0.29149562917849986
133,28,2,0,160.0,78.0,2,2,1,0,1,0,6,13,1,0.96,63,0.7251870324700956
134,21,1,0,177.8,79.8,2,3,1,2,1,0,11,2,0,0.515,111,0.5379384420258777
135,19,2,0,182.9,74.8,1,3,0,0,0,1,11,3,2,0.968,106,0.6573881315725504
136,36,0,0,177.8,101.6,0,1,2,2,0,1,3,5,0,0.17300000000000001,90,0.33411213647929955
137,33,2,0,185.4,113.4,0,3,0,2,0,1,7,3,2,0.079,57,0.136002046201151
138,39,1,0,167.6,86.2,0,0,0,0,0,0,11,4,0,0.225,94,0.2796017538732906
139,23,1,0,177.8,93.9,1,1,2,2,1,1,0,2,0,0.473,56,0.4553665211888537
140,20,1,0,180.3,99.8,1,2,0,2,1,1,8,7,2,0.512,100,0.5246975488197538
141,20,1,0,170.2,86.2,2,2,0,1,1,1,0,1,1,0.606,97,0.5644908812831191
142,23,2,0,170.2,88.5,1,3,0,1,0,1,11,10,1,0.64,101,0.5135209012396211
143,24,2,0,182.9,63.5,1,3,0,2,0,0,3,3,0,0.7,107,0.5479870994634518
144,44,1,0,172.7,76.2,1,3,0,0,1,0,2,2,2,0.025,127,0.20385363102486542
145,49,1,0,175.3,93.0,1,2,1,1,1,0,3,6,2,0.687,61,0.6279655718362229
146,35,2,0,165.1,67.1,2,3,2,1,1,0,0,2,1,0.7340000000000001,91,0.6129293367999403
147,22,2,0,177.8,101.6,0,3,1,0,1,0,11,10,1,0.491,108,0.5235007711987272
148,26,1,0,154.9,103.0,2,1,1,2,0,0,2,4,1,0.485,103,0.5151756531493987
149,37,1,0,172.7,103.9,1,0,0,0,1,1,4,4,2,0.557,114,0.48770907286355286
150,29,1,0,175.3,59.4,1,3,2,1,0,0,8,11,1,0.337,66,0.39528639142522104
151,23,2,0,170.2,91.2,2,1,0,1,0,1,2,2,0,0.33,80,0.3225584126459001
152,40,2,0,180.3,79.4,2,0,2,0,0,1,10,10,1,0.15,116,0.35530304999087114
153,23,1,0,167.6,66.7,2,1,0,2,1,1,5,11,2,0.409,107,0.40226644439574194
154,25,2,0,175.3,130.6,2,0,2,0,1,0,11,2,0,0.081,110,0.307380495645525
155,51,2,0,175.3,89.8,2,2,0,1,1,0,1,5,2,0.757,97,0.6276626471280286
156,39,2,0,182.9,108.9,2,1,1,2,0,0,11,3,0,0.059000000000000004,107,0.29025985272506766
157,29,2,0,175.3,81.6,0,0,1,0,1,0,11,7,1,0.835,106,0.6650139802329511
158,28,1,0,182.9,94.3,0,1,0,0,1,1,0,6,1,0.4,120,0.41364444218713514
159,25,1,0,180.3,70.3,0,2,1,2,0,1,7,4,1,0.613,115,0.6474815191554955
160,34,1,0,177.8,85.7,2,2,0,1,1,0,0,1,2,0.294,120,0.4390876657687457
161,21,2,0,170.2,74.8,1,2,1,1,1,1,6,2,2,0.66,108,0.658975160566356
162,24,2,0,177.8,74.8,2,0,1,0,1,0,11,11,2,0.24600000000000002,102,0.39093226046232793
163,25,2,0,182.9,81.6,0,3,0,0,0,1,1,9,0,0.22899999999999998,88,0.27369159232157025
164,22,2,0,188.0,105.2,1,1,1,1,1,0,8,4,1,0.32899999999999996,106,0.4404991832510651
165,18,1,0,174.42525773195877,64.4,1,3,2,2,1,0,5,2,2,0.161,115,0.3602298497473592
166,38,1,0,160.0,59.0,1,0,0,0,1,0,8,7,0,0.695,86,0.523210331619058
167,26,0,0,172.7,62.1,0,0,1,0,0,0,11,13,1,0.11800000000000001,126,0.3502248354573349
168,35,2,0,175.3,68.0,0,2,2,1,0,1,2,9,1,0.33799999999999997,81,0.4938957846252374
169,31,1,0,175.1,70.0,2,0,2,0,0,0,12,2,0,0.47700000000000004,72,0.47619359556635393
170,31,2,0,177.8,71.7,0,1,2,1,0,0,3,8,2,0.6779999999999999,110,0.607973332965869
171,23,0,0,175.3,83.9,0,1,2,2,1,1,11,14,0,0.18600000000000003,98,0.3521534999622811
172,50,1,0,167.6,63.9,2,1,1,1,0,1,2,6,1,0.816,57,0.6143632433842459
173,21,1,0,172.7,83.1,1,0,1,0,1,1,4,12,2,0.258,70,0.35635111432245664
174,38,2,0,172.7,70.8,0,3,0,0,0,1,3,13,1,0.47,102,0.4288608817606764
175,34,2,0,182.9,79.4,0,0,2,0,1,1,11,14,2,0.522,101,0.5304707321161399
176,34,2,0,187.9,83.5,0,2,0,1,1,1,7,8,1,0.36700000000000005,118,0.4742581963878457
177,34,2,0,167.6,75.7,2,0,1,0,0,0,0,4,2,0.39,71,0.4300842114019795
178,28,2,0,172.7,65.8,2,3,0,2,1,1,1,1,2,0.10300000000000001,60,0.15567384065846446
179,46,1,1,167.6,53.5,0,3,1,2,0,0,3,3,2,0.402,76,0.44247165371939795
180,41,2,0,172.7,68.1,1,3,0,1,1,0,3,3,0,0.584,102,0.4873660346633178
181,40,2,0,180.3,71.2,1,0,0,0,1,1,8,14,1,0.525,57,0.4026016631220509
182,23,2,1,163.6,58.1,0,2,2,0,1,1,8,0,2,0.506,65,0.5555683564378243
183,25,1,1,162.7,54.9,1,3,2,1,1,0,8,9,1,0.499,60,0.4733275722113824
184,20,2,0,170.1,61.2,2,0,2,0,1,1,3,9,1,0.9990000000000001,62,0.6870517720624464
185,24,1,0,182.9,144.2,0,0,1,0,0,1,1,5,0,0.622,67,0.5404563320065101
186,40,1,0,185.4,98.4,1,3,0,0,0,0,9,3,0,0.284,121,0.3505757233086164
187,39,2,0,187.9,97.5,0,1,1,2,0,1,2,1,2,0.098,65,0.25541759022522537
188,40,2,0,180.3,106.6,2,1,2,1,1,0,11,5,2,0.603,106,0.5723091525366989
189,30,1,0,182.9,86.1,1,1,0,1,1,1,6,4,1,0.57,67,0.4390069420223577
190,35,2,0,177.8,63.5,1,2,0,2,1,0,5,6,0,0.07400000000000001,65,0.24077816181114312
191,25,2,0,175.3,113.4,0,1,2,1,1,0,5,10,2,0.491,76,0.48778528313247954
192,23,2,0,177.8,90.7,0,3,1,2,0,1,3,4,1,0.685,58,0.5595995699438396
193,24,1,0,185.4,81.6,0,3,1,0,0,1,9,7,1,0.887,104,0.6818428599992771
194,28,2,0,175.3,90.7,1,3,2,0,0,0,12,5,0,0.778,117,0.6533949353245263
195,23,2,0,180.3,74.8,2,0,0,0,1,0,9,9,0,0.326,107,0.3560891821633732
196,21,0,0,182.9,67.1,0,2,2,1,1,0,2,6,2,0.845,117,0.7281367731511523
197,26,1,0,187.9,59.4,0,0,2,0,0,0,4,7,2,0.883,113,0.6876320890985088
198,34,1,0,177.8,51.7,2,3,1,1,1,0,3,14,1,0.914,102,0.6895514050679461
199,30,1,0,165.1,80.3,0,2,0,1,0,1,4,4,2,0.083,118,0.31937413571311357
200,49,2,0,175.3,98.4,2,0,1,0,0,0,9,7,0,0.583,120,0.5776642181426984
201,29,2,0,177.8,88.0,2,3,2,1,0,0,9,13,2,0.32,79,0.4023921640650354
202,24,1,0,175.3,89.8,0,0,2,0,1,1,7,3,2,0.317,64,0.38170165414785795
203,31,2,0,175.3,91.6,0,2,0,1,1,1,11,12,1,0.612,128,0.5978535016272362
204,29,1,0,182.9,133.8,2,0,1,0,0,1,3,10,2,0.095,91,0.28971030755373517
205,32,0,0,172.7,72.1,0,2,2,2,0,0,2,0,2,0.35200000000000004,63,0.48024294314038474
206,22,1,0,185.4,98.0,2,2,2,0,0,1,4,6,1,0.081,122,0.41003225787691777
207,51,2,0,170.2,88.0,1,1,0,1,1,0,9,9,1,0.27399999999999997,68,0.27299763031879465
208,24,1,0,180.3,81.6,1,2,0,2,0,1,2,1,0,0.838,109,0.6685960944709273
209,21,2,0,180.3,73.0,1,2,2,0,0,0,9,13,1,0.515,79,0.5738537797411708
210,28,2,0,172.7,89.8,1,3,0,1,0,0,4,13,2,0.40399999999999997,88,0.3753190585265312
211,46,2,0,182.9,85.3,0,1,2,0,0,1,5,15,2,0.601,71,0.5350184670900824
212,47,2,0,193.0,81.2,0,2,1,1,0,1,4,1,0,0.038,97,0.3541666380637715
213,42,2,0,177.8,89.8,0,1,0,2,1,1,1,0,1,0.973,108,0.6609225689717844
214,28,2,0,167.6,92.5,2,1,0,1,1,1,4,4,2,0.419,78,0.37079973313314935
215,34,1,0,188.0,99.3,1,1,1,2,1,0,2,8,2,0.19899999999999998,81,0.33712915245299546
216,39,2,0,182.9,88.9,2,1,0,1,0,1,9,13,0,0.263,96,0.3049335743012017
217,45,1,0,172.7,102.1,2,2,0,0,1,0,7,11,2,0.23600000000000002,127,0.41687192248385335
218,21,1,0,167.6,78.9,2,3,0,1,1,1,8,2,2,0.315,125,0.3732983112776236
219,24,1,0,167.6,67.6,2,3,0,2,1,0,9,13,2,0.889,128,0.6468422196346714
220,40,1,0,177.8,134.3,1,1,2,2,0,1,9,12,1,0.674,62,0.5588091860795095
221,27,2,0,167.6,70.3,0,0,1,0,0,1,3,11,1,0.305,93,0.4117776868283235
222,30,0,0,180.3,105.7,2,3,0,1,1,0,5,3,1,0.158,124,0.2809378543975195
223,22,1,0,177.8,88.0,0,2,1,1,1,0,6,13,0,0.34299999999999997,97,0.5142200414271428
224,20,1,0,167.6,70.8,1,0,2,0,0,1,1,6,1,0.988,70,0.6896038533371703
225,20,1,0,165.1,83.0,1,1,2,0,1,1,4,11,0,0.54,104,0.5420118752469014
226,22,1,0,170.2,63.5,1,2,2,2,0,1,11,8,0,0.6759999999999999,117,0.6722844778794815
227,20,2,0,175.3,81.2,0,3,1,1,0,1,7,12,2,0.9109999999999999,123,0.7047370903431762
228,22,1,0,177.8,71.2,1,2,2,0,1,1,10,5,1,0.996,102,0.7617620945230412
229,31,2,0,177.8,100.7,0,3,0,1,1,1,2,4,0,0.9890000000000001,128,0.6830716385374408
230,31,1,0,172.7,88.5,0,1,0,0,1,0,8,8,1,0.677,72,0.4990573001617568
231,39,0,0,182.9,97.5,0,0,0,0,1,1,11,15,2,0.07400000000000001,77,0.1621558763116013
232,40,1,0,174.42525773195877,105.2,1,1,2,0,0,1,12,7,1,0.46299999999999997,117,0.5200804301632977
233,19,1,0,167.6,115.2,0,3,1,1,0,1,5,3,2,0.182,101,0.3538167621196838
234,30,1,1,160.0,85.7,1,1,2,2,1,0,10,2,2,0.591,111,0.572107379229562
235,27,1,0,170.2,84.4,2,2,0,1,0,0,5,13,1,0.293,127,0.4470041109281519
236,30,0,0,157.5,86.2,2,1,0,2,1,1,4,14,2,0.38299999999999995,70,0.3398739412778595
237,36,1,0,175.3,88.5,2,0,1,0,0,0,2,13,2,0.263,105,0.4040251377237064
238,19,1,0,170.2,82.6,2,3,2,0,0,1,7,9,1,0.9159999999999999,63,0.658352382471186
239,19,1,0,175.3,63.0,0,1,1,1,1,1,11,5,1,0.46,102,0.5020176692139926
240,45,2,1,157.5,64.0,1,3,0,2,1,0,11,14,0,0.048,73,0.13977883823980694
241,38,1,0,175.3,76.7,2,1,2,2,0,0,3,5,0,0.912,58,0.6525918961849
242,29,2,0,175.3,85.3,2,2,0,1,0,1,0,5,2,0.413,127,0.5071979605582264
243,24,1,0,172.7,90.7,2,2,0,2,0,0,5,11,0,0.395,64,0.424156883298659
244,20,1,0,170.2,66.7,0,3,1,1,1,0,6,10,1,0.037000000000000005,60,0.21083974965427318
245,41,2,0,167.6,89.8,0,2,0,2,1,0,2,1,0,0.561,90,0.5368004679688173
246,31,2,0,167.6,68.0,0,2,1,2,1,0,4,0,1,0.11,95,0.39186374868745333
247,28,1,0,172.7,69.4,1,1,2,0,0,1,1,10,1,0.11199999999999999,111,0.32685232063331454
248,37,2,1,160.0,85.3,2,1,0,2,1,0,11,13,0,0.262,61,0.25597836133221213
249,29,2,0,177.8,72.6,2,3,1,1,1,1,8,15,2,0.33799999999999997,123,0.4654138198877928
250,24,2,0,172.7,69.4,1,3,2,1,0,0,5,3,2,0.507,86,0.5069008001949006
251,26,0,0,170.2,80.7,2,2,0,0,0,0,6,5,1,0.7979999999999999,112,0.6565355302102751
252,19,2,0,177.8,68.0,1,0,0,0,0,1,11,12,1,0.56,91,0.4625102902569802
253,29,1,0,182.9,78.9,2,0,2,0,0,0,10,7,2,0.963,126,0.7234996271024777
254,31,1,0,160.0,66.2,0,3,0,0,1,0,9,13,1,0.35100000000000003,95,0.3545601300210524
255,30,1,0,175.3,73.9,2,1,2,2,0,1,3,10,2,0.26899999999999996,113,0.4172436507354898
256,25,2,0,170.2,63.0,2,2,0,1,0,1,6,1,2,0.057,67,0.23318029094145537
257,33,2,0,185.4,101.2,0,2,0,1,0,0,12,8,2,0.006,99,0.2471733683848354
258,34,2,0,180.3,130.6,0,2,1,2,1,1,7,9,1,0.982,81,0.7441876436926624
259,40,2,0,177.8,117.9,0,2,1,1,1,1,3,0,1,0.542,87,0.5933366742602949
260,28,1,0,182.9,82.6,1,0,1,0,0,0,7,9,2,0.7390000000000001,81,0.6055407325620062
261,20,1,0,172.7,83.5,1,0,1,0,1,1,10,7,1,0.7390000000000001,126,0.6465513280069702
262,21,1,0,174.42525773195877,81.2,1,1,0,0,0,1,2,13,2,0.7,60,0.4967634432141284
263,38,1,0,160.0,65.8,2,2,0,0,1,0,9,1,2,0.083,111,0.3099137569814329
264,43,1,0,170.2,99.8,0,3,1,1,0,0,10,8,1,0.16,112,0.3557398522272211
265,31,2,0,177.8,97.1,0,2,0,0,1,0,10,2,2,0.142,104,0.334867035627891
266,30,1,0,170.2,91.6,0,0,0,0,1,0,9,9,1,0.6890000000000001,63,0.4947647676740552
267,36,1,0,162.6,87.5,2,1,1,1,0,0,11,1,1,0.7829999999999999,93,0.6342233338719904
268,29,2,0,167.6,76.7,1,0,0,0,1,0,5,5,2,0.8590000000000001,116,0.6245009504076713
269,32,2,0,167.6,81.6,1,3,1,1,1,1,6,8,1,0.267,59,0.34701845054740743
270,22,1,0,172.7,68.9,0,2,2,0,1,1,8,15,1,0.09300000000000001,65,0.343407061988087
271,25,1,0,167.6,78.9,0,2,0,1,0,1,11,6,0,0.231,106,0.38775071636597
272,32,1,0,175.3,101.2,0,3,2,2,1,1,0,13,0,0.62,111,0.5846508874119672
273,20,1,0,188.0,87.5,2,3,0,2,1,0,8,15,2,0.42100000000000004,115,0.4187291673754949
